text,label
"mau tanya apa itu seo dong",out_of_scope
"minggu lalu gak berapa batch?",operational_data
"yo sih",greeting
"maaf jlasin positive bot list bahan halal??",knowledge_query
"early warning system aktif gak?",risk_check
"sorry min eartag sapi ini nomor brapa sih",batch_trace
"maaf perlu perbaikan keamanan gak ya",risk_check
"nomor resi pengiriman brapa",batch_trace
"apa tuh ai kak",out_of_scope
"apa itu titik kritis halal?",knowledge_query
"kah nanya dong dadah",greeting
"eh eartag sapi ini nomor berapa?",batch_trace
"eartag fungsinya buat apa?",knowledge_query
"btw masih aktif min",greeting
"BTW STRESS TESTING YA HASILNYA GIMANA THANKS",risk_check
"eh data inflasi indonesia",out_of_scope
"PERBANDINGAN BULAN INI DAN LALU THANKS",operational_data
"ADA FILE LAPORANNYA GAK SIH",operational_data
"mas good",greeting
"pencapaian target brp persen?",operational_data
"apaan bedanya farm dan rph?",knowledge_query
"tolong lacak hp hilang sih",out_of_scope
"btw oke noted",greeting
"tolong manajemen risiko konstruksi",out_of_scope
"apa itu surveillance audit?",knowledge_query
"sorry gimana cara cek kehalalan bahan baku??",knowledge_query
"performance bang rph gimana?",operational_data
"brapa gaji kerja di rph please",out_of_scope
"LEWAT JALUR MANA PENGIRIMANNYA??",batch_trace
"BRP GAP ANTARA ACTUAL RISK DAN TARGET?",risk_check
"sorry data pengiriman batch nih ada gak?",batch_trace
"btw min",greeting
"hallo please",greeting
"MAAF LOG PERGERAKAN BATCH ADA!",batch_trace
"hei lowongan kerja di rph ada dong",out_of_scope
"mau tanya masalah keamanan apa yang ditemukan?",risk_check
"lirik lagu indonesia raya",out_of_scope
"min daging tahan berapa lama di freezer?",out_of_scope
"jelaskan positive list bahan halal thanks",knowledge_query
"jelaskan tentang manual sjh",knowledge_query
"nomor batch bot berapa?",batch_trace
"permisi record perjalanan batch gmna?",batch_trace
"tahun lalu produksi berapa!",operational_data
"history perpindahan batch gmna ya",batch_trace
"action plan keamanan apa?",risk_check
"maaf cara ternak sapi gak",out_of_scope
"apa maksudnya skor risiko?",knowledge_query
"masuk ke gudang kapan?",batch_trace
"jelaskan perbedaan hcp dan ccp",knowledge_query
"statistik operasional gimana?",operational_data
"sapi eartag e-1234 dari farm mana?",batch_trace
"jelaskan gmp dalam produksi halal",knowledge_query
"apa arti dari traceability?",knowledge_query
"kak surat ya jalan batch ini ada?",batch_trace
"daging sapi palsu cirinya apa?",out_of_scope
"nanya dong apaan itu corrective action?",knowledge_query
"nice min",greeting
"minggu lalu berapa batch ya",operational_data
"sih min halo ada orang?",greeting
"apa itu fatwa halal?",knowledge_query
"min pencapaian target brapa persen??",operational_data
"maaf bulan lalu pengiriman min berapa?",operational_data
"risk register udh di-update?",risk_check
"nanya dong risiko investasi properti",out_of_scope
"mau min tanya apaan tuh halal value chain kak",knowledge_query
"probability of occurrence berapa?",risk_check
"cara mining bitcoin",out_of_scope
"profit margin brp",operational_data
"cara bedakan daging sapi dan babi",out_of_scope
"tolong kasih data produksi",operational_data
"mau tanya risiko investasi properti",out_of_scope
"kondisi keamanan pangan gimana",risk_check
"kondisi keamanan pangan gimana?",risk_check
"sorry cara belajar programming sih",out_of_scope
"harga sapi kurban tahun ini sih",out_of_scope
"gak data statistik penduduk dong",out_of_scope
"batch tuh artinya apaan kak",knowledge_query
"tips wawancara kerja",out_of_scope
"tolong apa tu istihalah?",knowledge_query
"masih mba aktif?",greeting
"modal ternak sapi berapa?",out_of_scope
"catatan pengiriman batch ini ada dong",batch_trace
"ada file laporannya gak",operational_data
"tips beli sapi yang sehat",out_of_scope
"FASILITAS PEMOTONGAN LOLOS STANDAR GAK",risk_check
"root cause analysis udah dilakukan?",risk_check
"tampilkan semua data",operational_data
"boleh tanya?",greeting
"nanya dong print data rph min",operational_data
"min tips wawancara kerja",out_of_scope
"cara melamar kerja di rph",out_of_scope
"salam kenal thanks",greeting
"eh minggu lalu berapa batch?",operational_data
"apa tuh fatwa halal kak",knowledge_query
"prosesnya sudah sampai tahap mana please",batch_trace
"nomor kendaraan pengangkut batch b-099",batch_trace
"risk register sdh di-update?",risk_check
"NANYA DONG BOBOT AHP ITU MAKSUDNYA GIMANA GAK",knowledge_query
"oke deh deh",greeting
"hei asal usulnya dari mana gak",batch_trace
"print data rph",operational_data
"sesuai sop keamanan gak?",risk_check
"rekomendasi film dong",out_of_scope
"tolong aturan alkohol dalam produk halal bang gmn?",knowledge_query
"halal itu sih apa sih sebenarnya please",knowledge_query
"berapa harga bitcoin?",out_of_scope
"info lengkap min batch b-002 dong!",batch_trace
"info lengkap batch b-002 dong",batch_trace
"bot nomor resi pengiriman brp",batch_trace
"min batch itu artinya apaan?",knowledge_query
"IZIN POTONG BATCH B-001 ADA?",batch_trace
"ante mortem sapi nih gimana?",batch_trace
"cara ternak sapi",out_of_scope
"btw yang paling urgent diperbaiki ap",risk_check
"kak risk trend bulan ini naik atau turun kak",risk_check
"btw shelf life batch ni berapa hari lagi kak",batch_trace
"maaf cara belajar programming gak",out_of_scope
"SIH GRAFIK PRODUKSI ADA?",operational_data
"eh pengeluaran rph berapa?",operational_data
"permisi maaf ganggu dong",greeting
"cara masak daging biar empuk",out_of_scope
"btw pemilik ternak asal siapa",batch_trace
"lihat jejak bang perjalanan batch ni",batch_trace
"eh chart pengiriman dong",operational_data
"maaf bye sih",greeting
"lowongan kerja jakarta",out_of_scope
"nanya dong risk register udah gak di-update min",risk_check
"lacak hp hilang",out_of_scope
"kak cara dapat followers sih",out_of_scope
"jelaskan verifikasi sjh",knowledge_query
"mba min data statistik penduduk",out_of_scope
"AP TU MACHINE LEARNING MIN",out_of_scope
"sorry met pagi",greeting
"mau tanya shelf life batch nih brp sih hari lagi?",batch_trace
"tolong apa syarat juru sembelih halal?",knowledge_query
"gmna cara cek kehalalan bahan baku?",knowledge_query
"risk trend bulan nih naik atau kak turun?",risk_check
"btw batch itu artinya apa",knowledge_query
"apa peran bpjph?",knowledge_query
"ada file laporannya gak ya",operational_data
"aturan alkohol dalam produk halal gimana?",knowledge_query
"kak tips beli sapi yng sehat",out_of_scope
"prioritas perbaikan mba risiko yang mana?",risk_check
"mengerti",greeting
"tolong risk appetite perusahaan berapa?",risk_check
"apa maksudnya skor risiko gak",knowledge_query
"min tips beli sapi yang sehat??",out_of_scope
"tolong ap maksudnya skor risiko?",knowledge_query
"OKE SIAP",greeting
"rph tangerang datanya apa saja?",operational_data
"apa bedanya ccp dan cp?",knowledge_query
"ya apa itu seo?",out_of_scope
"kak lihatkan laporan dong",operational_data
"eartag fungsinya buat apaan?",knowledge_query
"lacak bot paket shopee",out_of_scope
"gimana cara cek kehalalan bahan baku thanks",knowledge_query
"tolong ada update regulasi yng affect risk gak",risk_check
"maaf modal ternak sapi berapa?",out_of_scope
"apakah mitigasi risiko sudah efektif",risk_check
"mau tanya data terkini apa aja?",operational_data
"HEI LACAK PAKET SHOPEE",out_of_scope
"cp1 itu bang apa?",knowledge_query
"sorry pengeluaran rph berapa?",operational_data
"btw probability of occurrence berapa?",risk_check
"nanya dong summary produksi dong sih",operational_data
"batch b-001 lolos standar gak?",risk_check
"apaan itu seo?",out_of_scope
"APA ITU MACHINE LEARNING?",out_of_scope
"iya paham min kak",greeting
"ADA WARNING DRI SISTEM RISIKO THANKS",risk_check
"min cp1 itu apa?",knowledge_query
"data rph lengkap dong",operational_data
"ada update regulasi yang affect risk ya",risk_check
"stunning tu apa min",knowledge_query
"EH ATURAN ALKOHOL DALAM PRODUK HALAL GIMANA?",knowledge_query
"bisa kirim via email gak?",operational_data
"ada emerging risk baru gak thanks",risk_check
"permisi oh gitu ya",greeting
"inherent risk vs residual risk gimana?",risk_check
"boleh tanya min",greeting
"data statistik penduduk",out_of_scope
"tolong manajemen risiko konstruksi min",out_of_scope
"nanya dong oke deh",greeting
"stress testing hasilnya gimana?",risk_check
"jelaskan tentang dong sihalal dong",knowledge_query
"cek pengiriman tokopedia dong",out_of_scope
"btw siapa yng terima di gudang",batch_trace
"rph tuh singkatan apa?",knowledge_query
"risk trend bulan nih naik atau turun?",risk_check
"daging ini dari rph mana?",batch_trace
"btw prioritas perbaikan risiko yng mana?",risk_check
"tracking jne resi ini please",out_of_scope
"permisi ada emerging risk baru gak min",risk_check
"batch tu artinya apa?",knowledge_query
"min bot dikirim ke outlet mana sih",batch_trace
"ada sih masalah keamanan gak?",risk_check
"halo ada orang?",greeting
"maaf tips beli sapi yg sehat",out_of_scope
"biaya operasional berapa please",operational_data
"cara mining bitcoin?",out_of_scope
"nanya dong wow",greeting
"apa syarat juru sembelih halal?",knowledge_query
"deh stunning tu apa?",knowledge_query
"jelasin hazard analysis halal",knowledge_query
"ap itu halal value chain thanks",knowledge_query
"apa itu juleha?",knowledge_query
"ada brp batch hari nih",operational_data
"min brp ya gaji kerja di rph please",out_of_scope
"met pagi please",greeting
"ap tuh blockchain?",out_of_scope
"btw dikirim dong ke outlet mana?",batch_trace
"apa itu risk assessment halal?",knowledge_query
"berapa total risk exposure?",risk_check
"permisi daging tahan brapa lama di freezer?",out_of_scope
"kak complaint utk batch ni ada ya",batch_trace
"sorry promo cashback hari nih",out_of_scope
"btw summary produksi deh dong",operational_data
"near miss incident nih ada gak dong",risk_check
"sampai jumpa mba min",greeting
"ada residu antibiotik di batch ini?",batch_trace
"halo mau tanya ya",greeting
"budget min bulanan berapa thanks",operational_data
"kak apa itu machine learning?",out_of_scope
"uji mikrobiologi batch ini hasilnya bang thanks",batch_trace
"min modal ternak sapi berapa?",out_of_scope
"history perpindahan batch gimana?",batch_trace
"lewat jalur mana pengirimannya",batch_trace
"cek riwayat batch b-099",batch_trace
"nanya dong gak test",greeting
"berapa residual risk setelah mitigasi?",risk_check
"DAGING INI LAYAK MAS KONSUMSI GAK",risk_check
"masalah keamanan apa yng ditemukan?",risk_check
"rph tangerang risikonya gmna?",risk_check
"harga sapi kurban tahun ni",out_of_scope
"prosesnya udah sampai tahap mana?",batch_trace
"berapa karyawan rph jakarta?",operational_data
"nanya dong tahun lalu produksi berapa?",operational_data
"min cara dapat nih followers please",out_of_scope
"hei salam",greeting
"btw berapa gaji kerja di rph?",out_of_scope
"grafik produksi ada mba ya",operational_data
"mau tanya paham",greeting
"ap tuh halal value chain?",knowledge_query
"pdf laporan bulanan ada?",operational_data
"rph terdekat dari rumah dimana?",out_of_scope
"mau tanya dikirim ke ya outlet mana thanks",batch_trace
"sorry helo",greeting
"mau tanya profit margin berapa?",operational_data
"hei brapa residual risk setelah mitigasi?",risk_check
"export deh data ke excel dong?",operational_data
"probability of occurrence berapa",risk_check
"MODAL TERNAK SAPI BRP",out_of_scope
"ADMIN DONG",greeting
"ap hukum gelatin dalam islam min",knowledge_query
"update data terbaru dong",operational_data
"sertifikat halal rph pemotong ada?",batch_trace
"btw lolos audit keamanan gak?",risk_check
"lowongan kerja di rph ada?",out_of_scope
"min ap tu risk assessment halal thanks",knowledge_query
"apa itu cross contamination?",knowledge_query
"bang yo?",greeting
"NIH PERLU PERBAIKAN KEAMANAN GAK?",risk_check
"apa bedanya farm dan rph mas ya",knowledge_query
"apa itu eigenvector ahp?",knowledge_query
"min lihatkan laporan dong",operational_data
"btw cp1 tuh ap",knowledge_query
"sampai jumpa kak",greeting
"sorry risk maturity level perusahaan dimana gak",risk_check
"cara diet sehat",out_of_scope
"permisi napa daging sih sapi mahal ya",out_of_scope
"TOLONG HELO",greeting
"btw tren produksi gimana",operational_data
"batch tu artinya apaan please",knowledge_query
"wassalam thanks",greeting
"btw efisiensi produksi brapa?",operational_data
"bisa bantu min",greeting
"list karyawan dong",operational_data
"inherent risk vs residual risk gmn min",risk_check
"promo cashback hari ini",out_of_scope
"nanya dong cara cairkan daging beku",out_of_scope
"permisi spa saja yang bertugas?",operational_data
"KAK CARA MENABUNG EFEKTIF",out_of_scope
"sorry berapa total risk exposure kak",risk_check
"biaya operasional berapa min",operational_data
"aturan alkohol dalam produk halal gmn kak",knowledge_query
"PERMISI JELASKAN VERIFIKASI SJH",knowledge_query
"apa itu istihalah",knowledge_query
"hai bot",greeting
"penyakit sapi apa aja?",out_of_scope
"good min gak",greeting
"data petugas rph hari ini siapa saja?",operational_data
"eh jelaskan verifikasi sjh",knowledge_query
"kapasitas potong rph berapa per hari?",operational_data
"kasih data produksi thanks",operational_data
"maaf action plan keamanan ap?",risk_check
"NANYA DONG PDF LAPORAN BULANAN ADA?",operational_data
"berapa kak gap antara actual risk dan target?",risk_check
"hai",greeting
"data terkini apa aja?",operational_data
"apaan tu machine learning?",out_of_scope
"mas min yoo gak",greeting
"permisi summary produksi dong",operational_data
"data produksi kuartal terakhir",operational_data
"nanya dong tampilkan info sapi e-001",batch_trace
"cara ternak sapi min",out_of_scope
"mba kondisi keamanan pangan gimana gak",risk_check
"biaya operasional brapa?",operational_data
"ap tuh corrective action please",knowledge_query
"btw apa tuh halal value chain?",knowledge_query
"bagaimana alur sertifikasi halal?",knowledge_query
"pendapatan bulan ini brapa?",operational_data
"maaf risk concentration di area mana ya",risk_check
"MAU TANYA IYA PAHAM",greeting
"shelf life batch ini berapa hari lagi",batch_trace
"maaf mengerti",greeting
"juru sembelih batch ini siapa?",batch_trace
"mau tanya rph terdekat dri rumah dmana sih",out_of_scope
"KAK HEI APA ITU ISTIHALAH?",knowledge_query
"kak modal ternak sapi brapa?",out_of_scope
"efisiensi produksi brp",operational_data
"btw bang cara ternak sapi ya",out_of_scope
"sorry minta bantuan?",greeting
"maaf salam kenal",greeting
"data terkini ap aja?",operational_data
"rekomendasi perbaikan keamanan apa?",risk_check
"kpn terakhir batch nih dicek?",batch_trace
"halo mau tanya",greeting
"DAGING TAHAN BERAPA LAMA DI FREEZER?",out_of_scope
"tolong fasilitas pemotongan lolos standar gak ya",risk_check
"siapa yang terima di gudang?",batch_trace
"min tren produksi gmn dong",operational_data
"helo gak",greeting
"cara awetkan daging tanpa kulkas",out_of_scope
"minggu lalu brp batch?",operational_data
"lihat jejak perjalanan batch ini sih",batch_trace
"ada brp batch kak hari ni?",operational_data
"kak sesuai sop deh keamanan gak?",risk_check
"SALAM KENAL GAK",greeting
"lppom itu apa?",knowledge_query
"LOWONGAN KERJA DI RPH ADA?",out_of_scope
"cara belajar programming ya",out_of_scope
"assalamualaikum",greeting
"tampilin info sapi e-001?",batch_trace
"grafik produksi ada?",operational_data
"MANAJEMEN RISIKO KONSTRUKSI",out_of_scope
"mau tanya data terkini apaan aja?",operational_data
"maaf rph tu kak apaan sih",knowledge_query
"min risiko sih main forex",out_of_scope
"data pengiriman batch ini ada gak thanks",batch_trace
"mui itu organisasi apa kak",knowledge_query
"complaint utk kak batch ni ada?",batch_trace
"tolong paham min",greeting
"min bang please",greeting
"ID SAPI INI APA??",batch_trace
"wow",greeting
"summary sih produksi dong min",operational_data
"hei root cause analysis sudah dilakukan?",risk_check
"min bot aktif?",greeting
"oke siap ya",greeting
"SORRY LACAK PAKET SHOPEE",out_of_scope
"DAGING TAHAN BERAPA LAMA DI FREEZER SIH",out_of_scope
"jadwal shift juru sembelih minggu ini",operational_data
"permisi log pergerakan batch ada thanks",batch_trace
"permisi permisi",greeting
"RISK VELOCITY MASING-MASING RISIKO GIMANA MIN",risk_check
"jelaskan tentang sihalal ya",knowledge_query
"nanya dong risk concentration di area mana!",risk_check
"ada residu antibiotik mas di batch ini?",batch_trace
"ada residu antibiotik di batch ni?",batch_trace
"TRACKING JNE RESI NI",out_of_scope
"asal usulnya dari mana?",batch_trace
"apaan itu letter of guarantee?",knowledge_query
"jelaskan tentang traceability halal",knowledge_query
"yo",greeting
"cara masak rendang",out_of_scope
"detail batch ini apa aja",batch_trace
"hei cara bikin cv",out_of_scope
"permisi nomor resi pengiriman brapa?",batch_trace
"cp1 mba tuh apaan thanks",knowledge_query
"budget bulanan berapa?",operational_data
"progress target produksi gimana?",operational_data
"CATATAN PENGIRIMAN BATCH NI ADA KAK",batch_trace
"rph terdekat dari rumah mba dimana dong",out_of_scope
"kak performance rph gimana?",operational_data
"tampilkan daftar farm aktif",operational_data
"mau min tanya hari ini udah brp min",operational_data
"permisi apa itu seo sih",out_of_scope
"ya kak keren?",greeting
"min met pagi",greeting
"NAPA DAGING SAPI MAHAL?",out_of_scope
"mau tanya eartag sapi ini nomor berapa?",batch_trace
"permisi minta laporan mingguan ya",operational_data
"daging sapi palsu cirinya apa sih",out_of_scope
"batch b-444 sudah sampai outlet?",batch_trace
"dikirim ke outlet mana min",batch_trace
"mas min",greeting
"APA ITU SURVEILLANCE AUDIT",knowledge_query
"tolong oke siap",greeting
"mas minta bantuan",greeting
"cek overall risk posture",risk_check
"data statistik penduduk?",out_of_scope
"hallo",greeting
"kah bsa bantu",greeting
"nanya dong eartag sapi ini nomor brapa?",batch_trace
"permisi lowongan kerja di rph ada?",out_of_scope
"jelasin hazard analysis halal sih",knowledge_query
"nomor deh batch berapa kak",batch_trace
"batch nih pernah di-recall gak?",batch_trace
"lihat jejak perjalanan batch nih",batch_trace
"ringkasan operasional min mingguan",operational_data
"maaf daging tahan berapa lama di freezer?",out_of_scope
"hallo!",greeting
"hei tahun min lalu produksi brp thanks",operational_data
"sorry boleh tanya?",greeting
"status pengiriman batch ini gimana?",batch_trace
"YA SORRY JELASKAN PERBEDAAN HCP DAN CCP",knowledge_query
"skkh batch nih nomor berapa?",batch_trace
"jelaskan positive list bahan halal",knowledge_query
"kak cara dapat followers",out_of_scope
"sudah sampai tujuan belum?",batch_trace
"apakah ada titik kritis di atas ambang batas?",risk_check
"permisi wassalam min",greeting
"lacak paket shopee",out_of_scope
"eh ya halo ada orang?",greeting
"berapa persentase on-time delivery?",operational_data
"sampai jumpa",greeting
"CEK PENGIRIMAN TOKOPEDIA",out_of_scope
"oke makasih",greeting
"cp1 tuh apaan ya",knowledge_query
"btw minta laporan mingguan",operational_data
"download laporan bulanan",operational_data
"cp1 tu apa kak",knowledge_query
"min cara dapat followers",out_of_scope
"admin please",greeting
"budget bulanan brp",operational_data
"tracking jne resi ni",out_of_scope
"apa itu blockchain??",out_of_scope
"JLASIN TENTANG NKV DONG",knowledge_query
"good dong",greeting
"bang cara bikin website",out_of_scope
"eh shelf life batch ini berapa hari lagi gak",batch_trace
"mantap",greeting
"wassalam",greeting
"deh maaf ganggu",greeting
"risiko investasi properti??",out_of_scope
"btw nice!",greeting
"ada file laporannya gak??",operational_data
"corrective action completion rate berapa?",risk_check
"makasih",greeting
"tampilkan risk matrix untuk semua ccp",risk_check
"hari ini sudah berapa?",operational_data
"id sapi ini apa?",batch_trace
"APA TU LETTER YA OF GUARANTEE?",knowledge_query
"apa itu halal value chain?",knowledge_query
"halal itu apa sih sebenarnya?",knowledge_query
"prosesnya sudah sampai tahap mana dong",batch_trace
"hei near miss incident ada gak?",risk_check
"cara menabung deh efektif min",out_of_scope
"paham thanks",greeting
"eh hari ini sudah berapa min",operational_data
"kak oke noted?",greeting
"ap syarat juru sembelih halal?",knowledge_query
"ada residu antibiotik di batch nih min",batch_trace
"stress testing hasilnya gmna?",risk_check
"record perjalanan batch gimana thanks",batch_trace
"oke",greeting
"iya mba paham",greeting
"maaf biaya operasional berapa?",operational_data
"halo mau tanya gak",greeting
"hei tips wawancara kerja",out_of_scope
"proses pemotongan sesuai standar ya",risk_check
"sorry cara cairkan daging beku",out_of_scope
"apa itu halal value chain dong",knowledge_query
"rekap data bulanan deh dong",operational_data
"jelasin perbedaan hcp dan ccp min",knowledge_query
"nih print data rph",operational_data
"tahun lalu mas produksi brapa?",operational_data
"gak bs bantu?",greeting
"bot aktif?",greeting
"maaf near miss incident ya ada gak min",risk_check
"kode batch ini apa",batch_trace
"sorry ping",greeting
"mui itu organisasi apa?",knowledge_query
"chart pengiriman dong gak",operational_data
"permisi risiko investasi properti",out_of_scope
"mau tanya bs bantu?",greeting
"eh bagus",greeting
"lppom itu ap please",knowledge_query
"berapa harga sapi per kilo?",out_of_scope
"salam kenal",greeting
"permisi?",greeting
"apaan bedanya farm dan rph??",knowledge_query
"apaan tuh istihalah?",knowledge_query
"nomor resi pengiriman brp gak",batch_trace
"cara belajar programming",out_of_scope
"met pagi",greeting
"resep steak sapi",out_of_scope
"nih pencapaian target brapa persen sih",operational_data
"DONG PAHAM",greeting
"mau tanya mantap",greeting
"hp murah terbaik apa?",out_of_scope
"berapa threshold risiko yang tidak aman?",risk_check
"pemilik ternak asal sapa?",batch_trace
"CARA BIKIN WEBSITE",out_of_scope
"min proses pemotongan sesuai standar sih",risk_check
"tolong probability of occurrence berapa!",risk_check
"produktivitas karyawan gimana?",operational_data
"kpi operasional gimana?",operational_data
"eh kualitas batch ini masih bagus sih",risk_check
"apa itu machine learning?",out_of_scope
"tolong wassalam",greeting
"berapa gap antara actual risk dan target please",risk_check
"maaf excel data produksi ada?",operational_data
"ada deviasi dari standar keamanan?",risk_check
"cp1 itu apa?",knowledge_query
"near miss incident ada gak thanks",risk_check
"tren kah produksi gimana ya",operational_data
"risk velocity masing-masing risiko gimana min",risk_check
"jelasin verifikasi sjh min",knowledge_query
"HEI APA ITU AI",out_of_scope
"masalah keamanan apa yang kah ditemukan?",risk_check
"record perjalanan batch gimana?",batch_trace
"prosesnya udh sampai tahap mana?",batch_trace
"mau tanya wow",greeting
"wassalam gak",greeting
"sih sorry berapa total risk exposure dong",risk_check
"pengeluaran rph berapa?",operational_data
"data pengiriman batch ini ada gak min",batch_trace
"ada issue keamanan gak thanks",risk_check
"cara belajar dong programming",out_of_scope
"gimana cara cek kehalalan bahan baku?",knowledge_query
"apa itu istihalah sih",knowledge_query
"kak wassalam",greeting
"MAU TANYA APAAN TUH SELF DECLARE HALAL?",knowledge_query
"PERMISI WOI",greeting
"REKOMENDASI PERBAIKAN BOT KEAMANAN APA MIN",risk_check
"efisiensi produksi berapa sih",operational_data
"nanya dong log pergerakan batch ada?",batch_trace
"nih kak permisi",greeting
"perlu mba perbaikan keamanan gak dong",risk_check
"history perpindahan batch gimana",batch_trace
"hei mba hallo",greeting
"mau tanya konsistensi nih ahp itu apa",knowledge_query
"apa hukum mba gelatin dalam islam",knowledge_query
"grafik produksi mas ada?",operational_data
"bot wassalam",greeting
"sapi kurban terbaik apa please",out_of_scope
"WASSALAM SIH",greeting
"pemilik ternak asal siapa?",batch_trace
